Crash_Condition_ID,Posted_Speed_Limit,Traffic_Control_Device,Traffic_Control_Device_Condition,Weather_Condition,Lighting_Condition,Trafficway_Type,Roadway_Surface_Condition,Road_Defect,Alignment
3133,20,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,PARKING LOT,UNKNOWN,NO DEFECTS,STRAIGHT AND LEVEL
3134,30,NO CONTROLS,NO CONTROLS,OTHER,DUSK,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
3135,25,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
3136,30,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,ONE-WAY,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
3137,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT ON GRADE
3138,15,NO CONTROLS,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,NOT DIVIDED,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
3139,10,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,PARKING LOT,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
3140,20,OTHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO DEFECTS,STRAIGHT AND LEVEL
3141,10,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT ON GRADE
3142,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,SNOW OR SLUSH,UNKNOWN,STRAIGHT AND LEVEL
3143,25,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,UNKNOWN,DAYLIGHT,ONE-WAY,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
3144,0,NO CONTROLS,NO CONTROLS,SNOW,DAYLIGHT,PARKING LOT,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
3145,25,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
3146,30,STOP SIGN/FLASHER,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,NOT DIVIDED,WET,UNKNOWN,STRAIGHT AND LEVEL
3147,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
3148,30,NO CONTROLS,NO CONTROLS,SNOW,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,WET,WORN SURFACE,STRAIGHT AND LEVEL
3149,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SNOW,DAYLIGHT,OTHER,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
3150,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,STRAIGHT ON GRADE
3151,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
3152,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),WET,OTHER,STRAIGHT AND LEVEL
3153,0,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ALLEY,SNOW OR SLUSH,UNKNOWN,STRAIGHT AND LEVEL
3154,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,STRAIGHT AND LEVEL
3155,20,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
3156,35,NO CONTROLS,NOT FUNCTIONING,RAIN,DUSK,NOT DIVIDED,DRY,NO DEFECTS,STRAIGHT AND LEVEL
3157,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
3158,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SNOW,DAYLIGHT,ONE-WAY,DRY,NO DEFECTS,STRAIGHT AND LEVEL
3159,15,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PARKING LOT,DRY,NO DEFECTS,STRAIGHT AND LEVEL
3160,0,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,OTHER,WET,NO DEFECTS,STRAIGHT AND LEVEL
3161,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,ONE-WAY,UNKNOWN,NO DEFECTS,STRAIGHT AND LEVEL
3162,30,STOP SIGN/FLASHER,NO CONTROLS,CLEAR,DAYLIGHT,ONE-WAY,WET,NO DEFECTS,STRAIGHT AND LEVEL
3163,40,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
3164,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,NOT DIVIDED,WET,OTHER,STRAIGHT AND LEVEL
3165,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ONE-WAY,ICE,NO DEFECTS,STRAIGHT AND LEVEL
3166,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,ONE-WAY,WET,NO DEFECTS,STRAIGHT AND LEVEL
3167,25,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ONE-WAY,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
3168,15,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ALLEY,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
3169,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SNOW,DAYLIGHT,NOT DIVIDED,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
3170,0,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,OTHER,WET,NO DEFECTS,STRAIGHT AND LEVEL
3171,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,SLEET/HAIL,DAYLIGHT,NOT DIVIDED,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
3172,25,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,SLEET/HAIL,DAYLIGHT,NOT DIVIDED,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
3173,20,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ONE-WAY,WET,NO DEFECTS,STRAIGHT AND LEVEL
3174,30,LANE USE MARKING,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
3175,35,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,SNOW,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
3176,5,NO CONTROLS,NO CONTROLS,UNKNOWN,DAYLIGHT,ALLEY,UNKNOWN,UNKNOWN,"CURVE, LEVEL"
3177,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,NOT DIVIDED,WET,WORN SURFACE,STRAIGHT AND LEVEL
3178,30,YIELD,OTHER,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO DEFECTS,STRAIGHT AND LEVEL
3179,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,WET,NO DEFECTS,STRAIGHT AND LEVEL
3180,10,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",RAMP,DRY,NO DEFECTS,STRAIGHT AND LEVEL
3181,35,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ONE-WAY,SNOW OR SLUSH,UNKNOWN,STRAIGHT AND LEVEL
3182,25,NO CONTROLS,NO CONTROLS,UNKNOWN,DARKNESS,ONE-WAY,SNOW OR SLUSH,UNKNOWN,STRAIGHT AND LEVEL
3183,30,TRAFFIC SIGNAL,UNKNOWN,CLEAR,DARKNESS,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
3184,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DUSK,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
3185,30,TRAFFIC SIGNAL,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,STRAIGHT AND LEVEL
3186,30,NO CONTROLS,NO CONTROLS,OTHER,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
3187,25,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKING LOT,DRY,NO DEFECTS,STRAIGHT AND LEVEL
3188,30,NO CONTROLS,UNKNOWN,RAIN,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,STRAIGHT AND LEVEL
3189,30,TRAFFIC SIGNAL,UNKNOWN,UNKNOWN,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),WET,UNKNOWN,"CURVE, LEVEL"
3190,5,NO CONTROLS,NO CONTROLS,UNKNOWN,DARKNESS,PARKING LOT,UNKNOWN,NO DEFECTS,STRAIGHT AND LEVEL
3191,40,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,STRAIGHT AND LEVEL
3192,30,TRAFFIC SIGNAL,UNKNOWN,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),WET,UNKNOWN,STRAIGHT AND LEVEL
3193,25,NO CONTROLS,NO CONTROLS,UNKNOWN,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,UNKNOWN,NO DEFECTS,STRAIGHT AND LEVEL
3194,30,TRAFFIC SIGNAL,UNKNOWN,RAIN,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN BARRIER,WET,UNKNOWN,STRAIGHT AND LEVEL
3195,35,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
3196,30,STOP SIGN/FLASHER,NO CONTROLS,CLEAR,DARKNESS,NOT DIVIDED,DRY,UNKNOWN,STRAIGHT AND LEVEL
3197,30,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DARKNESS,UNKNOWN,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
3198,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ONE-WAY,DRY,UNKNOWN,STRAIGHT ON HILLCREST
3199,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DARKNESS,DIVIDED - W/MEDIAN (NOT RAISED),SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
3200,20,NO CONTROLS,FUNCTIONING PROPERLY,CLEAR,DARKNESS,ONE-WAY,WET,NO DEFECTS,STRAIGHT AND LEVEL
3201,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,ICE,UNKNOWN,STRAIGHT AND LEVEL
3202,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",DRIVEWAY,DRY,NO DEFECTS,STRAIGHT AND LEVEL
3203,30,NO CONTROLS,NO CONTROLS,SNOW,"DARKNESS, LIGHTED ROAD",ALLEY,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
3204,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),SNOW OR SLUSH,UNKNOWN,STRAIGHT AND LEVEL
3205,15,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,NOT DIVIDED,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
3206,30,TRAFFIC SIGNAL,UNKNOWN,CLEAR,DARKNESS,DIVIDED - W/MEDIAN (NOT RAISED),DRY,NO DEFECTS,STRAIGHT AND LEVEL
3207,15,NO CONTROLS,OTHER,CLEAR,DARKNESS,ALLEY,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
3208,30,STOP SIGN/FLASHER,NO CONTROLS,OTHER,"DARKNESS, LIGHTED ROAD",ONE-WAY,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
3209,25,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,STRAIGHT AND LEVEL
3210,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DUSK,NOT DIVIDED,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
3211,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DARKNESS,CENTER TURN LANE,WET,NO DEFECTS,STRAIGHT AND LEVEL
3212,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DARKNESS,NOT DIVIDED,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
3213,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN BARRIER,WET,NO DEFECTS,STRAIGHT AND LEVEL
3214,35,DELINEATORS,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
3215,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,SNOW,DUSK,OTHER,WET,NO DEFECTS,STRAIGHT AND LEVEL
3216,25,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,ONE-WAY,WET,NO DEFECTS,STRAIGHT AND LEVEL
3217,30,TRAFFIC SIGNAL,NO CONTROLS,SNOW,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
3218,30,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,NOT DIVIDED,SNOW OR SLUSH,UNKNOWN,STRAIGHT AND LEVEL
3219,10,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,UNKNOWN,UNKNOWN,NO DEFECTS,STRAIGHT AND LEVEL
3220,20,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,UNKNOWN,DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,STRAIGHT AND LEVEL
3221,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,NOT DIVIDED,UNKNOWN,NO DEFECTS,STRAIGHT AND LEVEL
3222,25,TRAFFIC SIGNAL,OTHER,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,STRAIGHT AND LEVEL
3223,25,NO CONTROLS,NO CONTROLS,SNOW,DAWN,ONE-WAY,WET,NO DEFECTS,STRAIGHT AND LEVEL
3224,20,NO CONTROLS,NO CONTROLS,OTHER,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
3225,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DUSK,DIVIDED - W/MEDIAN (NOT RAISED),SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
3226,40,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,NOT DIVIDED,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
3227,15,NO CONTROLS,NO CONTROLS,SNOW,DAYLIGHT,ALLEY,SNOW OR SLUSH,OTHER,STRAIGHT AND LEVEL
3228,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),OTHER,NO DEFECTS,STRAIGHT AND LEVEL
3229,0,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKING LOT,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
3230,30,UNKNOWN,UNKNOWN,CLOUDY/OVERCAST,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),WET,UNKNOWN,STRAIGHT AND LEVEL
3231,30,NO CONTROLS,NO CONTROLS,OTHER,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,STRAIGHT AND LEVEL
3232,25,STOP SIGN/FLASHER,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
3233,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,OTHER,OTHER,NO DEFECTS,STRAIGHT AND LEVEL
3234,15,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,UNKNOWN,DAYLIGHT,NOT DIVIDED,SNOW OR SLUSH,UNKNOWN,STRAIGHT AND LEVEL
3235,25,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
3236,40,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
3237,30,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,ONE-WAY,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
3238,30,OTHER REG. SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PARKING LOT,DRY,NO DEFECTS,STRAIGHT AND LEVEL
3239,25,NO CONTROLS,NO CONTROLS,RAIN,DAYLIGHT,ONE-WAY,ICE,NO DEFECTS,STRAIGHT AND LEVEL
3240,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
3241,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,OTHER,UNKNOWN,STRAIGHT AND LEVEL
3242,30,OTHER WARNING SIGN,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,PARKING LOT,DRY,NO DEFECTS,STRAIGHT AND LEVEL
3243,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),SNOW OR SLUSH,UNKNOWN,STRAIGHT AND LEVEL
3244,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKING LOT,UNKNOWN,NO DEFECTS,STRAIGHT AND LEVEL
3245,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),WET,UNKNOWN,STRAIGHT AND LEVEL
3246,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,OTHER,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
3247,30,NO CONTROLS,UNKNOWN,CLEAR,DAYLIGHT,NOT DIVIDED,WET,UNKNOWN,STRAIGHT AND LEVEL
3248,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,NOT DIVIDED,SNOW OR SLUSH,NO DEFECTS,STRAIGHT ON GRADE
3249,30,TRAFFIC SIGNAL,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,WET,NO DEFECTS,STRAIGHT AND LEVEL
3250,40,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,NOT DIVIDED,DRY,NO DEFECTS,STRAIGHT AND LEVEL
3251,25,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,ONE-WAY,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
3252,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,OTHER,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
3253,25,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,NOT DIVIDED,SNOW OR SLUSH,OTHER,STRAIGHT AND LEVEL
3254,30,NO CONTROLS,NO CONTROLS,OTHER,UNKNOWN,PARKING LOT,ICE,UNKNOWN,STRAIGHT AND LEVEL
3255,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,WET,NO DEFECTS,STRAIGHT AND LEVEL
3256,40,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,DIVIDED - W/MEDIAN BARRIER,DRY,NO DEFECTS,STRAIGHT AND LEVEL
3257,15,NO CONTROLS,NO CONTROLS,OTHER,DAYLIGHT,ALLEY,ICE,NO DEFECTS,STRAIGHT AND LEVEL
3258,25,NO CONTROLS,NO CONTROLS,SNOW,DAYLIGHT,ALLEY,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
3259,10,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,ALLEY,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
3260,5,NO CONTROLS,NO CONTROLS,OTHER,DAYLIGHT,ONE-WAY,UNKNOWN,UNKNOWN,STRAIGHT AND LEVEL
3261,30,STOP SIGN/FLASHER,NO CONTROLS,OTHER,DAYLIGHT,NOT DIVIDED,ICE,NO DEFECTS,STRAIGHT AND LEVEL
3262,30,NO CONTROLS,NO CONTROLS,SNOW,DAYLIGHT,ALLEY,ICE,UNKNOWN,STRAIGHT AND LEVEL
3263,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,NOT DIVIDED,WET,UNKNOWN,STRAIGHT ON GRADE
3264,25,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,DAYLIGHT,ONE-WAY,ICE,UNKNOWN,STRAIGHT AND LEVEL
3265,30,NO CONTROLS,NO CONTROLS,SNOW,DAYLIGHT,DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,"CURVE, LEVEL"
3266,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAYLIGHT,NOT DIVIDED,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
3267,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLOUDY/OVERCAST,DAWN,DIVIDED - W/MEDIAN (NOT RAISED),WET,UNKNOWN,STRAIGHT AND LEVEL
3268,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,DIVIDED - W/MEDIAN BARRIER,ICE,NO DEFECTS,STRAIGHT AND LEVEL
3269,30,TRAFFIC SIGNAL,FUNCTIONING IMPROPERLY,SNOW,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,STRAIGHT AND LEVEL
3270,30,NO CONTROLS,NO CONTROLS,SNOW,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,SNOW OR SLUSH,NO DEFECTS,"CURVE, LEVEL"
3271,25,NO CONTROLS,NO CONTROLS,SNOW,UNKNOWN,NOT DIVIDED,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
3272,30,NO CONTROLS,NO CONTROLS,SNOW,"DARKNESS, LIGHTED ROAD",ALLEY,ICE,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
3273,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DAWN,NOT DIVIDED,UNKNOWN,NO DEFECTS,STRAIGHT AND LEVEL
3274,25,NO CONTROLS,NO CONTROLS,SNOW,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,SNOW OR SLUSH,NO DEFECTS,"CURVE, LEVEL"
3275,25,NO CONTROLS,NO CONTROLS,SNOW,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,ICE,NO DEFECTS,STRAIGHT AND LEVEL
3276,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,WET,NO DEFECTS,STRAIGHT ON HILLCREST
3277,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SNOW,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN BARRIER,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
3278,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DARKNESS,NOT DIVIDED,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
3279,30,STOP SIGN/FLASHER,NO CONTROLS,SNOW,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
3280,30,NO CONTROLS,NO CONTROLS,UNKNOWN,DARKNESS,NOT DIVIDED,SNOW OR SLUSH,UNKNOWN,STRAIGHT AND LEVEL
3281,35,NO CONTROLS,NO CONTROLS,CLOUDY/OVERCAST,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),WET,NO DEFECTS,STRAIGHT AND LEVEL
3282,25,UNKNOWN,UNKNOWN,UNKNOWN,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),UNKNOWN,NO DEFECTS,STRAIGHT AND LEVEL
3283,35,NO CONTROLS,NO CONTROLS,SNOW,DARKNESS,NOT DIVIDED,WET,UNKNOWN,STRAIGHT AND LEVEL
3284,30,STOP SIGN/FLASHER,UNKNOWN,SNOW,DARKNESS,NOT DIVIDED,SNOW OR SLUSH,UNKNOWN,STRAIGHT AND LEVEL
3285,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SNOW,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,SNOW OR SLUSH,UNKNOWN,STRAIGHT AND LEVEL
3286,15,NO CONTROLS,NO CONTROLS,SNOW,"DARKNESS, LIGHTED ROAD",ONE-WAY,SNOW OR SLUSH,NO DEFECTS,STRAIGHT AND LEVEL
3287,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SNOW,DAYLIGHT,NOT DIVIDED,SNOW OR SLUSH,UNKNOWN,STRAIGHT AND LEVEL
3288,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",UNKNOWN,DRY,NO DEFECTS,STRAIGHT AND LEVEL
3289,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED - W/MEDIAN (NOT RAISED),SNOW OR SLUSH,UNKNOWN,STRAIGHT AND LEVEL
