Crash_Condition_ID,Posted_Speed_Limit,Traffic_Control_Device,Traffic_Control_Device_Condition,Weather_Condition,Lighting_Condition,Trafficway_Type,Roadway_Surface_Condition,Road_Defect,Alignment
635,35,STOP SIGN,NOT FUNCTIONING,FOG/SMOKE,DAWN,NOT DIVIDED,SNOW OR SLUSH,DEBRIS ON ROADWAY,CURVE LEVEL
636,50,RAILROAD CROSSING GATE,DAMAGED,SNOW,DUSK,ALLEY,DRY,WORN SURFACE,STRAIGHT AND LEVEL
637,35,STOP SIGN,DAMAGED,CLEAR,DAWN,NOT DIVIDED,DRY,DEBRIS ON ROADWAY,STRAIGHT ON GRADE
638,55,YIELD SIGN,DAMAGED,SEVERE CROSS WIND,DAYLIGHT,NOT DIVIDED,SAND/MUD/DIRT,WORN SURFACE,CURVE LEVEL
639,55,RAILROAD CROSSING GATE,DAMAGED,SEVERE CROSS WIND,DAYLIGHT,DIVIDED,ICE,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
640,20,YIELD SIGN,FUNCTIONING PROPERLY,CLEAR,DARKNESS,ONE-WAY,SAND/MUD/DIRT,SHOULDER DEFECT,STRAIGHT AND LEVEL
641,40,RAILROAD CROSSING GATE,NOT FUNCTIONING,CLEAR,DUSK,DIVIDED,ICE,NO DEFECTS,CURVE ON GRADE
642,25,TRAFFIC SIGNAL,MISSING,CLEAR,DARKNESS,DIVIDED,ICE,NO DEFECTS,STRAIGHT AND LEVEL
643,20,RAILROAD CROSSING GATE,DAMAGED,SLEET/HAIL,DUSK,NOT DIVIDED,SAND/MUD/DIRT,SHOULDER DEFECT,CURVE LEVEL
644,20,RAILROAD CROSSING GATE,DAMAGED,SNOW,DAWN,DIVIDED,SNOW OR SLUSH,NO DEFECTS,CURVE ON GRADE
645,25,YIELD SIGN,NOT FUNCTIONING,CLEAR,DUSK,ONE-WAY,WET,WORN SURFACE,CURVE ON GRADE
646,25,YIELD SIGN,MISSING,SEVERE CROSS WIND,DAYLIGHT,NOT DIVIDED,ICE,SHOULDER DEFECT,CURVE LEVEL
647,50,RAILROAD CROSSING GATE,DAMAGED,RAIN,DAWN,ONE-WAY,DRY,WORN SURFACE,STRAIGHT ON GRADE
648,50,RAILROAD CROSSING GATE,MISSING,RAIN,DAYLIGHT,PARKING LOT,SAND/MUD/DIRT,SHOULDER DEFECT,CURVE LEVEL
649,20,NO CONTROLS,DAMAGED,SLEET/HAIL,DAWN,DIVIDED,SNOW OR SLUSH,WORN SURFACE,CURVE LEVEL
650,35,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SNOW,DUSK,NOT DIVIDED,ICE,WORN SURFACE,CURVE ON GRADE
651,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SNOW,DUSK,ALLEY,SNOW OR SLUSH,NO DEFECTS,CURVE LEVEL
652,30,STOP SIGN,MISSING,SNOW,DAYLIGHT,ONE-WAY,SAND/MUD/DIRT,SHOULDER DEFECT,STRAIGHT ON GRADE
653,20,RAILROAD CROSSING GATE,NOT FUNCTIONING,SEVERE CROSS WIND,"DARKNESS, LIGHTED ROAD",DIVIDED,DRY,DEBRIS ON ROADWAY,STRAIGHT ON GRADE
654,35,RAILROAD CROSSING GATE,NOT FUNCTIONING,SEVERE CROSS WIND,DUSK,ONE-WAY,ICE,NO DEFECTS,STRAIGHT ON GRADE
655,25,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,SLEET/HAIL,"DARKNESS, LIGHTED ROAD",ONE-WAY,ICE,WORN SURFACE,CURVE ON GRADE
656,45,RAILROAD CROSSING GATE,NOT FUNCTIONING,SNOW,DAWN,PARKING LOT,SNOW OR SLUSH,WORN SURFACE,CURVE LEVEL
657,20,TRAFFIC SIGNAL,NOT FUNCTIONING,SNOW,"DARKNESS, LIGHTED ROAD",ONE-WAY,SAND/MUD/DIRT,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
658,40,YIELD SIGN,NOT FUNCTIONING,CLEAR,DAYLIGHT,PARKING LOT,WET,DEBRIS ON ROADWAY,CURVE LEVEL
659,35,NO CONTROLS,MISSING,SNOW,DARKNESS,PARKING LOT,ICE,WORN SURFACE,STRAIGHT ON GRADE
660,40,YIELD SIGN,MISSING,SEVERE CROSS WIND,DARKNESS,PARKING LOT,DRY,DEBRIS ON ROADWAY,CURVE LEVEL
661,40,YIELD SIGN,NOT FUNCTIONING,CLEAR,DAYLIGHT,DIVIDED,ICE,POTHOLES,CURVE ON GRADE
662,20,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DARKNESS,ONE-WAY,ICE,NO DEFECTS,CURVE LEVEL
663,35,NO CONTROLS,NOT FUNCTIONING,SNOW,DAYLIGHT,ONE-WAY,WET,SHOULDER DEFECT,CURVE ON GRADE
664,40,RAILROAD CROSSING GATE,DAMAGED,RAIN,DUSK,PARKING LOT,WET,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
665,50,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,FOG/SMOKE,"DARKNESS, LIGHTED ROAD",ONE-WAY,SAND/MUD/DIRT,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
666,55,TRAFFIC SIGNAL,MISSING,SEVERE CROSS WIND,DARKNESS,ONE-WAY,ICE,POTHOLES,CURVE ON GRADE
667,50,NO CONTROLS,DAMAGED,RAIN,DUSK,PARKING LOT,ICE,SHOULDER DEFECT,CURVE LEVEL
668,35,STOP SIGN,NOT FUNCTIONING,SNOW,DARKNESS,ALLEY,SNOW OR SLUSH,POTHOLES,STRAIGHT ON GRADE
669,30,TRAFFIC SIGNAL,NOT FUNCTIONING,SNOW,DAWN,ALLEY,SNOW OR SLUSH,SHOULDER DEFECT,CURVE ON GRADE
670,55,YIELD SIGN,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,PARKING LOT,DRY,NO DEFECTS,CURVE LEVEL
671,45,YIELD SIGN,FUNCTIONING PROPERLY,SNOW,DAYLIGHT,DIVIDED,DRY,DEBRIS ON ROADWAY,CURVE LEVEL
672,40,RAILROAD CROSSING GATE,NOT FUNCTIONING,SEVERE CROSS WIND,DUSK,ONE-WAY,SNOW OR SLUSH,NO DEFECTS,CURVE LEVEL
673,40,TRAFFIC SIGNAL,NOT FUNCTIONING,CLEAR,DAWN,ONE-WAY,DRY,SHOULDER DEFECT,STRAIGHT ON GRADE
674,35,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,SLEET/HAIL,"DARKNESS, LIGHTED ROAD",ALLEY,ICE,DEBRIS ON ROADWAY,STRAIGHT ON GRADE
675,50,TRAFFIC SIGNAL,DAMAGED,SNOW,DAWN,PARKING LOT,WET,POTHOLES,STRAIGHT ON GRADE
676,45,NO CONTROLS,MISSING,SNOW,DAWN,DIVIDED,ICE,WORN SURFACE,CURVE ON GRADE
677,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",PARKING LOT,SNOW OR SLUSH,POTHOLES,CURVE ON GRADE
678,40,STOP SIGN,DAMAGED,CLEAR,"DARKNESS, LIGHTED ROAD",ALLEY,SAND/MUD/DIRT,WORN SURFACE,STRAIGHT ON GRADE
679,20,YIELD SIGN,NOT FUNCTIONING,RAIN,DAWN,ALLEY,SAND/MUD/DIRT,POTHOLES,CURVE ON GRADE
680,50,NO CONTROLS,MISSING,SEVERE CROSS WIND,DARKNESS,ONE-WAY,SNOW OR SLUSH,SHOULDER DEFECT,STRAIGHT ON GRADE
681,35,YIELD SIGN,DAMAGED,RAIN,DARKNESS,NOT DIVIDED,ICE,NO DEFECTS,CURVE ON GRADE
682,35,RAILROAD CROSSING GATE,MISSING,SNOW,DAWN,DIVIDED,DRY,WORN SURFACE,CURVE LEVEL
683,50,NO CONTROLS,MISSING,CLEAR,DARKNESS,DIVIDED,DRY,SHOULDER DEFECT,STRAIGHT ON GRADE
684,40,STOP SIGN,MISSING,SEVERE CROSS WIND,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,SAND/MUD/DIRT,NO DEFECTS,CURVE ON GRADE
685,30,YIELD SIGN,DAMAGED,SNOW,"DARKNESS, LIGHTED ROAD",ALLEY,SNOW OR SLUSH,NO DEFECTS,CURVE LEVEL
686,40,TRAFFIC SIGNAL,DAMAGED,SEVERE CROSS WIND,DARKNESS,PARKING LOT,SNOW OR SLUSH,DEBRIS ON ROADWAY,CURVE LEVEL
687,50,TRAFFIC SIGNAL,NOT FUNCTIONING,SNOW,"DARKNESS, LIGHTED ROAD",DIVIDED,WET,DEBRIS ON ROADWAY,CURVE ON GRADE
688,55,TRAFFIC SIGNAL,MISSING,SNOW,DAYLIGHT,NOT DIVIDED,SAND/MUD/DIRT,DEBRIS ON ROADWAY,CURVE LEVEL
689,25,NO CONTROLS,FUNCTIONING PROPERLY,SNOW,"DARKNESS, LIGHTED ROAD",ONE-WAY,SNOW OR SLUSH,WORN SURFACE,STRAIGHT AND LEVEL
690,40,STOP SIGN,FUNCTIONING PROPERLY,SLEET/HAIL,DAWN,ONE-WAY,WET,WORN SURFACE,STRAIGHT ON GRADE
691,45,STOP SIGN,FUNCTIONING PROPERLY,FOG/SMOKE,DUSK,ALLEY,DRY,NO DEFECTS,STRAIGHT ON GRADE
692,55,STOP SIGN,DAMAGED,CLEAR,DARKNESS,DIVIDED,SAND/MUD/DIRT,WORN SURFACE,CURVE LEVEL
693,50,YIELD SIGN,NOT FUNCTIONING,SLEET/HAIL,DARKNESS,PARKING LOT,SAND/MUD/DIRT,NO DEFECTS,CURVE ON GRADE
694,55,NO CONTROLS,DAMAGED,FOG/SMOKE,"DARKNESS, LIGHTED ROAD",DIVIDED,SNOW OR SLUSH,SHOULDER DEFECT,STRAIGHT AND LEVEL
695,45,TRAFFIC SIGNAL,MISSING,SEVERE CROSS WIND,"DARKNESS, LIGHTED ROAD",ONE-WAY,SNOW OR SLUSH,POTHOLES,CURVE ON GRADE
696,55,YIELD SIGN,FUNCTIONING PROPERLY,FOG/SMOKE,DUSK,DIVIDED,ICE,NO DEFECTS,STRAIGHT ON GRADE
697,55,STOP SIGN,DAMAGED,FOG/SMOKE,DUSK,ONE-WAY,DRY,NO DEFECTS,CURVE LEVEL
698,50,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SLEET/HAIL,DAWN,NOT DIVIDED,DRY,SHOULDER DEFECT,STRAIGHT AND LEVEL
699,25,NO CONTROLS,DAMAGED,CLEAR,DAYLIGHT,NOT DIVIDED,WET,DEBRIS ON ROADWAY,CURVE LEVEL
700,45,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,RAIN,DAWN,ONE-WAY,WET,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
701,45,STOP SIGN,MISSING,FOG/SMOKE,DARKNESS,PARKING LOT,ICE,DEBRIS ON ROADWAY,CURVE LEVEL
702,20,STOP SIGN,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",PARKING LOT,DRY,NO DEFECTS,CURVE ON GRADE
703,35,STOP SIGN,MISSING,RAIN,DAWN,DIVIDED,WET,NO DEFECTS,STRAIGHT ON GRADE
704,45,STOP SIGN,MISSING,SNOW,"DARKNESS, LIGHTED ROAD",ONE-WAY,DRY,WORN SURFACE,CURVE LEVEL
705,35,TRAFFIC SIGNAL,DAMAGED,RAIN,"DARKNESS, LIGHTED ROAD",ALLEY,DRY,WORN SURFACE,CURVE LEVEL
706,50,NO CONTROLS,DAMAGED,SEVERE CROSS WIND,DAWN,PARKING LOT,WET,POTHOLES,STRAIGHT AND LEVEL
707,30,YIELD SIGN,DAMAGED,SEVERE CROSS WIND,DAWN,PARKING LOT,SNOW OR SLUSH,POTHOLES,CURVE ON GRADE
708,40,TRAFFIC SIGNAL,MISSING,SNOW,DUSK,NOT DIVIDED,SNOW OR SLUSH,WORN SURFACE,CURVE ON GRADE
709,20,NO CONTROLS,NOT FUNCTIONING,CLEAR,DAYLIGHT,PARKING LOT,WET,NO DEFECTS,STRAIGHT AND LEVEL
710,50,YIELD SIGN,NOT FUNCTIONING,CLEAR,DUSK,PARKING LOT,ICE,SHOULDER DEFECT,CURVE ON GRADE
711,25,STOP SIGN,MISSING,SEVERE CROSS WIND,DAYLIGHT,PARKING LOT,SAND/MUD/DIRT,WORN SURFACE,STRAIGHT ON GRADE
712,30,NO CONTROLS,MISSING,SNOW,DAWN,ONE-WAY,DRY,NO DEFECTS,CURVE LEVEL
713,55,STOP SIGN,DAMAGED,CLEAR,DAYLIGHT,ONE-WAY,SAND/MUD/DIRT,WORN SURFACE,STRAIGHT AND LEVEL
714,20,NO CONTROLS,DAMAGED,FOG/SMOKE,DARKNESS,NOT DIVIDED,WET,DEBRIS ON ROADWAY,CURVE ON GRADE
715,20,RAILROAD CROSSING GATE,DAMAGED,CLEAR,DUSK,DIVIDED,DRY,WORN SURFACE,STRAIGHT ON GRADE
716,50,STOP SIGN,NOT FUNCTIONING,SNOW,DUSK,PARKING LOT,SAND/MUD/DIRT,DEBRIS ON ROADWAY,STRAIGHT ON GRADE
717,25,STOP SIGN,NOT FUNCTIONING,SEVERE CROSS WIND,DUSK,DIVIDED,SNOW OR SLUSH,NO DEFECTS,CURVE ON GRADE
718,25,STOP SIGN,MISSING,FOG/SMOKE,"DARKNESS, LIGHTED ROAD",ONE-WAY,ICE,DEBRIS ON ROADWAY,CURVE ON GRADE
719,35,TRAFFIC SIGNAL,NOT FUNCTIONING,RAIN,"DARKNESS, LIGHTED ROAD",PARKING LOT,SAND/MUD/DIRT,WORN SURFACE,STRAIGHT AND LEVEL
720,40,YIELD SIGN,DAMAGED,RAIN,DAWN,DIVIDED,ICE,DEBRIS ON ROADWAY,CURVE ON GRADE
721,50,STOP SIGN,DAMAGED,RAIN,DAWN,DIVIDED,SNOW OR SLUSH,SHOULDER DEFECT,STRAIGHT AND LEVEL
722,30,STOP SIGN,DAMAGED,SEVERE CROSS WIND,"DARKNESS, LIGHTED ROAD",ALLEY,SAND/MUD/DIRT,DEBRIS ON ROADWAY,CURVE LEVEL
723,40,TRAFFIC SIGNAL,DAMAGED,SNOW,DUSK,ONE-WAY,WET,DEBRIS ON ROADWAY,STRAIGHT ON GRADE
724,30,TRAFFIC SIGNAL,DAMAGED,RAIN,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,DRY,POTHOLES,STRAIGHT AND LEVEL
725,20,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,NOT DIVIDED,SNOW OR SLUSH,SHOULDER DEFECT,STRAIGHT ON GRADE
726,45,NO CONTROLS,MISSING,RAIN,DUSK,ALLEY,ICE,NO DEFECTS,CURVE LEVEL
727,45,STOP SIGN,MISSING,SLEET/HAIL,"DARKNESS, LIGHTED ROAD",DIVIDED,ICE,DEBRIS ON ROADWAY,CURVE ON GRADE
728,50,NO CONTROLS,NOT FUNCTIONING,SEVERE CROSS WIND,DAWN,ALLEY,SNOW OR SLUSH,SHOULDER DEFECT,STRAIGHT AND LEVEL
729,25,TRAFFIC SIGNAL,DAMAGED,SLEET/HAIL,"DARKNESS, LIGHTED ROAD",ALLEY,WET,NO DEFECTS,CURVE ON GRADE
730,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,RAIN,DARKNESS,ONE-WAY,WET,SHOULDER DEFECT,STRAIGHT ON GRADE
731,55,RAILROAD CROSSING GATE,DAMAGED,RAIN,"DARKNESS, LIGHTED ROAD",PARKING LOT,ICE,POTHOLES,STRAIGHT AND LEVEL
732,20,YIELD SIGN,DAMAGED,SLEET/HAIL,DUSK,DIVIDED,SNOW OR SLUSH,NO DEFECTS,CURVE LEVEL
733,20,TRAFFIC SIGNAL,NOT FUNCTIONING,SEVERE CROSS WIND,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,SNOW OR SLUSH,NO DEFECTS,CURVE LEVEL
734,30,STOP SIGN,FUNCTIONING PROPERLY,SEVERE CROSS WIND,DAWN,NOT DIVIDED,DRY,DEBRIS ON ROADWAY,CURVE ON GRADE
735,20,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,RAIN,DAYLIGHT,ALLEY,ICE,WORN SURFACE,CURVE LEVEL
736,55,YIELD SIGN,MISSING,SEVERE CROSS WIND,DARKNESS,ALLEY,WET,NO DEFECTS,CURVE LEVEL
737,50,RAILROAD CROSSING GATE,DAMAGED,FOG/SMOKE,DUSK,ALLEY,SAND/MUD/DIRT,NO DEFECTS,CURVE ON GRADE
738,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SEVERE CROSS WIND,DAWN,DIVIDED,WET,POTHOLES,CURVE ON GRADE
739,40,YIELD SIGN,MISSING,SLEET/HAIL,DARKNESS,ALLEY,WET,POTHOLES,STRAIGHT AND LEVEL
740,25,NO CONTROLS,FUNCTIONING PROPERLY,SNOW,"DARKNESS, LIGHTED ROAD",ALLEY,SAND/MUD/DIRT,POTHOLES,STRAIGHT AND LEVEL
741,25,YIELD SIGN,DAMAGED,SLEET/HAIL,DARKNESS,PARKING LOT,ICE,DEBRIS ON ROADWAY,CURVE ON GRADE
742,45,STOP SIGN,MISSING,CLEAR,DAYLIGHT,DIVIDED,DRY,NO DEFECTS,STRAIGHT ON GRADE
743,45,NO CONTROLS,FUNCTIONING PROPERLY,FOG/SMOKE,DARKNESS,ONE-WAY,WET,POTHOLES,STRAIGHT ON GRADE
744,55,NO CONTROLS,NOT FUNCTIONING,SNOW,DARKNESS,ONE-WAY,WET,POTHOLES,STRAIGHT AND LEVEL
745,50,STOP SIGN,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",PARKING LOT,ICE,SHOULDER DEFECT,STRAIGHT AND LEVEL
746,25,NO CONTROLS,DAMAGED,CLEAR,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,ICE,SHOULDER DEFECT,CURVE ON GRADE
747,55,TRAFFIC SIGNAL,NOT FUNCTIONING,CLEAR,DUSK,ONE-WAY,SNOW OR SLUSH,POTHOLES,STRAIGHT ON GRADE
748,50,YIELD SIGN,FUNCTIONING PROPERLY,FOG/SMOKE,"DARKNESS, LIGHTED ROAD",DIVIDED,ICE,DEBRIS ON ROADWAY,CURVE ON GRADE
749,40,YIELD SIGN,FUNCTIONING PROPERLY,SNOW,DARKNESS,NOT DIVIDED,ICE,WORN SURFACE,STRAIGHT AND LEVEL
750,40,STOP SIGN,MISSING,CLEAR,DAYLIGHT,ALLEY,WET,SHOULDER DEFECT,CURVE LEVEL
751,35,TRAFFIC SIGNAL,DAMAGED,SNOW,"DARKNESS, LIGHTED ROAD",DIVIDED,DRY,SHOULDER DEFECT,CURVE LEVEL
752,30,NO CONTROLS,FUNCTIONING PROPERLY,SNOW,DUSK,NOT DIVIDED,WET,NO DEFECTS,CURVE LEVEL
753,45,YIELD SIGN,FUNCTIONING PROPERLY,SEVERE CROSS WIND,DUSK,ONE-WAY,ICE,NO DEFECTS,CURVE ON GRADE
754,30,YIELD SIGN,FUNCTIONING PROPERLY,CLEAR,DARKNESS,ALLEY,SNOW OR SLUSH,POTHOLES,STRAIGHT ON GRADE
755,45,YIELD SIGN,DAMAGED,SNOW,"DARKNESS, LIGHTED ROAD",ALLEY,DRY,NO DEFECTS,STRAIGHT AND LEVEL
756,35,YIELD SIGN,NOT FUNCTIONING,FOG/SMOKE,"DARKNESS, LIGHTED ROAD",DIVIDED,SNOW OR SLUSH,NO DEFECTS,STRAIGHT ON GRADE
757,25,RAILROAD CROSSING GATE,DAMAGED,CLEAR,DUSK,ALLEY,SAND/MUD/DIRT,WORN SURFACE,STRAIGHT ON GRADE
758,55,STOP SIGN,MISSING,FOG/SMOKE,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,SNOW OR SLUSH,DEBRIS ON ROADWAY,STRAIGHT AND LEVEL
759,50,NO CONTROLS,MISSING,FOG/SMOKE,DARKNESS,PARKING LOT,SNOW OR SLUSH,POTHOLES,STRAIGHT ON GRADE
760,30,NO CONTROLS,DAMAGED,SNOW,DAYLIGHT,ONE-WAY,ICE,WORN SURFACE,CURVE LEVEL
761,45,STOP SIGN,FUNCTIONING PROPERLY,SNOW,DARKNESS,DIVIDED,ICE,POTHOLES,STRAIGHT AND LEVEL
762,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SEVERE CROSS WIND,"DARKNESS, LIGHTED ROAD",PARKING LOT,ICE,DEBRIS ON ROADWAY,CURVE LEVEL
763,25,STOP SIGN,NOT FUNCTIONING,SEVERE CROSS WIND,DARKNESS,PARKING LOT,ICE,POTHOLES,CURVE ON GRADE
764,50,YIELD SIGN,DAMAGED,CLEAR,DAWN,DIVIDED,ICE,NO DEFECTS,CURVE LEVEL
765,20,YIELD SIGN,DAMAGED,SEVERE CROSS WIND,DAWN,NOT DIVIDED,SNOW OR SLUSH,DEBRIS ON ROADWAY,CURVE ON GRADE
766,45,STOP SIGN,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",ONE-WAY,SAND/MUD/DIRT,WORN SURFACE,CURVE ON GRADE
767,55,STOP SIGN,MISSING,CLEAR,"DARKNESS, LIGHTED ROAD",DIVIDED,ICE,WORN SURFACE,STRAIGHT AND LEVEL
768,20,NO CONTROLS,MISSING,FOG/SMOKE,DAYLIGHT,PARKING LOT,SAND/MUD/DIRT,SHOULDER DEFECT,CURVE LEVEL
769,35,NO CONTROLS,NOT FUNCTIONING,SEVERE CROSS WIND,DARKNESS,PARKING LOT,SAND/MUD/DIRT,WORN SURFACE,CURVE LEVEL
770,50,RAILROAD CROSSING GATE,NOT FUNCTIONING,SEVERE CROSS WIND,DAYLIGHT,DIVIDED,WET,SHOULDER DEFECT,CURVE LEVEL
771,40,RAILROAD CROSSING GATE,MISSING,SEVERE CROSS WIND,"DARKNESS, LIGHTED ROAD",PARKING LOT,WET,NO DEFECTS,STRAIGHT AND LEVEL
772,30,YIELD SIGN,DAMAGED,SNOW,"DARKNESS, LIGHTED ROAD",DIVIDED,DRY,WORN SURFACE,CURVE ON GRADE
773,45,RAILROAD CROSSING GATE,NOT FUNCTIONING,FOG/SMOKE,DUSK,DIVIDED,WET,DEBRIS ON ROADWAY,CURVE ON GRADE
774,55,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,SEVERE CROSS WIND,DAYLIGHT,ONE-WAY,ICE,SHOULDER DEFECT,CURVE ON GRADE
775,30,TRAFFIC SIGNAL,DAMAGED,SLEET/HAIL,"DARKNESS, LIGHTED ROAD",DIVIDED,SAND/MUD/DIRT,WORN SURFACE,STRAIGHT AND LEVEL
776,35,STOP SIGN,FUNCTIONING PROPERLY,SLEET/HAIL,DAWN,PARKING LOT,DRY,NO DEFECTS,STRAIGHT AND LEVEL
777,35,NO CONTROLS,NOT FUNCTIONING,FOG/SMOKE,DUSK,ALLEY,WET,DEBRIS ON ROADWAY,STRAIGHT ON GRADE
778,30,RAILROAD CROSSING GATE,MISSING,SEVERE CROSS WIND,DARKNESS,ONE-WAY,SNOW OR SLUSH,DEBRIS ON ROADWAY,CURVE LEVEL
779,45,NO CONTROLS,NOT FUNCTIONING,RAIN,DUSK,PARKING LOT,DRY,NO DEFECTS,CURVE ON GRADE
780,55,RAILROAD CROSSING GATE,MISSING,RAIN,DARKNESS,PARKING LOT,ICE,WORN SURFACE,STRAIGHT ON GRADE
781,50,RAILROAD CROSSING GATE,DAMAGED,CLEAR,DAWN,ONE-WAY,SAND/MUD/DIRT,POTHOLES,STRAIGHT ON GRADE
782,25,YIELD SIGN,NOT FUNCTIONING,CLEAR,DARKNESS,ONE-WAY,ICE,WORN SURFACE,CURVE LEVEL
783,50,TRAFFIC SIGNAL,NOT FUNCTIONING,SEVERE CROSS WIND,DAYLIGHT,PARKING LOT,ICE,SHOULDER DEFECT,STRAIGHT AND LEVEL
784,25,STOP SIGN,NOT FUNCTIONING,CLEAR,DARKNESS,ALLEY,SNOW OR SLUSH,SHOULDER DEFECT,STRAIGHT ON GRADE
785,55,STOP SIGN,DAMAGED,SNOW,DARKNESS,NOT DIVIDED,SNOW OR SLUSH,WORN SURFACE,STRAIGHT AND LEVEL
786,40,YIELD SIGN,FUNCTIONING PROPERLY,RAIN,DUSK,PARKING LOT,SAND/MUD/DIRT,SHOULDER DEFECT,STRAIGHT AND LEVEL
787,50,YIELD SIGN,FUNCTIONING PROPERLY,FOG/SMOKE,DAWN,ONE-WAY,WET,POTHOLES,CURVE LEVEL
788,55,STOP SIGN,MISSING,SEVERE CROSS WIND,DARKNESS,DIVIDED,ICE,POTHOLES,STRAIGHT ON GRADE
789,30,STOP SIGN,NOT FUNCTIONING,SEVERE CROSS WIND,DAYLIGHT,DIVIDED,WET,DEBRIS ON ROADWAY,CURVE ON GRADE
790,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SLEET/HAIL,DUSK,ONE-WAY,SAND/MUD/DIRT,SHOULDER DEFECT,STRAIGHT ON GRADE
791,45,RAILROAD CROSSING GATE,DAMAGED,RAIN,DAWN,ONE-WAY,ICE,WORN SURFACE,CURVE ON GRADE
792,30,TRAFFIC SIGNAL,NOT FUNCTIONING,RAIN,DAWN,NOT DIVIDED,WET,DEBRIS ON ROADWAY,CURVE ON GRADE
793,45,STOP SIGN,MISSING,RAIN,"DARKNESS, LIGHTED ROAD",ONE-WAY,ICE,POTHOLES,STRAIGHT AND LEVEL
794,55,RAILROAD CROSSING GATE,FUNCTIONING PROPERLY,CLEAR,DAYLIGHT,DIVIDED,SNOW OR SLUSH,DEBRIS ON ROADWAY,CURVE ON GRADE
795,30,STOP SIGN,DAMAGED,SNOW,DUSK,ALLEY,SNOW OR SLUSH,NO DEFECTS,CURVE LEVEL
796,35,TRAFFIC SIGNAL,DAMAGED,FOG/SMOKE,DUSK,ONE-WAY,DRY,SHOULDER DEFECT,STRAIGHT ON GRADE
797,20,TRAFFIC SIGNAL,MISSING,CLEAR,DAYLIGHT,NOT DIVIDED,SAND/MUD/DIRT,WORN SURFACE,STRAIGHT AND LEVEL
798,55,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,SNOW,DAWN,ALLEY,WET,POTHOLES,STRAIGHT AND LEVEL
799,30,RAILROAD CROSSING GATE,NOT FUNCTIONING,RAIN,DARKNESS,NOT DIVIDED,ICE,DEBRIS ON ROADWAY,CURVE ON GRADE
800,20,NO CONTROLS,DAMAGED,SNOW,DAYLIGHT,ALLEY,DRY,WORN SURFACE,STRAIGHT AND LEVEL
801,25,NO CONTROLS,MISSING,CLEAR,DUSK,ONE-WAY,SAND/MUD/DIRT,SHOULDER DEFECT,CURVE LEVEL
802,40,STOP SIGN,DAMAGED,RAIN,DAYLIGHT,DIVIDED,SAND/MUD/DIRT,WORN SURFACE,CURVE LEVEL
803,50,RAILROAD CROSSING GATE,DAMAGED,CLEAR,DAWN,ALLEY,SAND/MUD/DIRT,SHOULDER DEFECT,STRAIGHT AND LEVEL
804,50,YIELD SIGN,FUNCTIONING PROPERLY,FOG/SMOKE,"DARKNESS, LIGHTED ROAD",PARKING LOT,WET,SHOULDER DEFECT,STRAIGHT AND LEVEL
805,55,NO CONTROLS,FUNCTIONING PROPERLY,RAIN,"DARKNESS, LIGHTED ROAD",NOT DIVIDED,SNOW OR SLUSH,SHOULDER DEFECT,CURVE LEVEL
806,25,RAILROAD CROSSING GATE,NOT FUNCTIONING,SNOW,DARKNESS,ALLEY,DRY,DEBRIS ON ROADWAY,CURVE ON GRADE
807,30,RAILROAD CROSSING GATE,DAMAGED,CLEAR,DARKNESS,NOT DIVIDED,WET,SHOULDER DEFECT,STRAIGHT AND LEVEL
808,50,NO CONTROLS,MISSING,SLEET/HAIL,DAWN,DIVIDED,ICE,WORN SURFACE,CURVE ON GRADE
